"","videoId","textDisplay","textOriginal","authorDisplayName","authorProfileImageUrl","authorChannelUrl","authorChannelId.value","canRate","viewerRating","likeCount","publishedAt","updatedAt"
"1","X3GxF_6trDY","First, I am sorry. I don’t mean the lost of love ones people went through. But…<br>Was I the only one that kind of enjoyed the first few months of the pandemic.  The insanity of people buying at bulk.  Then them trying to return their items back. I kind of enjoyed it.","First, I am sorry. I don’t mean the lost of love ones people went through. But…
Was I the only one that kind of enjoyed the first few months of the pandemic.  The insanity of people buying at bulk.  Then them trying to return their items back. I kind of enjoyed it.","elchamber","https://yt3.ggpht.com/ytc/AKedOLQ4sVMxY1Vlb_UN2KCy0lf_TRUkEhxmmnmhGw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCV_5q0D90t8Cte6miDX9PIA","UCV_5q0D90t8Cte6miDX9PIA","TRUE","none","0","2022-04-03T10:00:15Z","2022-04-03T10:00:15Z"
"2","X3GxF_6trDY","crazy to be here in March 2022 and watching this now. feels like a war i survived from. almost 800k lives lost. that’s crazy.","crazy to be here in March 2022 and watching this now. feels like a war i survived from. almost 800k lives lost. that’s crazy.","Autonomous Robotic Organism","https://yt3.ggpht.com/7MJyVFg0miWwrKn_ThZ9jX_sLR3Vgp9B7_FBiO1d_tC4XmNujNSYPXZ0gWgmCreRcGEoNwVecn0=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCmaNfAsx83DekzqmgziRfxQ","UCmaNfAsx83DekzqmgziRfxQ","TRUE","none","1","2022-03-27T05:15:46Z","2022-03-27T05:15:46Z"
"3","X3GxF_6trDY","He said it..... masks don&#39;t work","He said it..... masks don't work","Anthony Mignone","https://yt3.ggpht.com/ytc/AKedOLTOF1LMlNg4cZc_k4L9ppfDPDINzRtwNe_NZg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCwqa9jKdifys-2UEkY5UtcA","UCwqa9jKdifys-2UEkY5UtcA","TRUE","none","0","2022-03-10T03:43:04Z","2022-03-10T03:43:04Z"
"4","X3GxF_6trDY","And now two years later we all suddenly realize the government and pharmaceutical companies propaganda for the economical push towards mandating vaccines. 2 years ago was a time anybody probably actually believed dr. Fauci","And now two years later we all suddenly realize the government and pharmaceutical companies propaganda for the economical push towards mandating vaccines. 2 years ago was a time anybody probably actually believed dr. Fauci","Darth Benzar","https://yt3.ggpht.com/ytc/AKedOLR26XZDJpO4KskHvvmCsrb5meChCtdDJnlJRlUtwg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC5VC8utS894EqJWUyj9SrzQ","UC5VC8utS894EqJWUyj9SrzQ","TRUE","none","0","2022-02-10T05:34:39Z","2022-02-10T05:36:41Z"
"5","X3GxF_6trDY","To watch the past is to see the future lol","To watch the past is to see the future lol","ulfric morningstar","https://yt3.ggpht.com/ytc/AKedOLQycONCQqqPlG94IJzsJeph85wgUHFdO8qXdaTj2A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC61jTq2W5Up1qTA4o-YR6nw","UC61jTq2W5Up1qTA4o-YR6nw","TRUE","none","2","2022-01-30T11:31:27Z","2022-01-30T11:31:27Z"
"6","X3GxF_6trDY","when we thought 5 people was a big deal, now we have 8 million","when we thought 5 people was a big deal, now we have 8 million","Officer Jonald Gaming","https://yt3.ggpht.com/ihgXBhRVRgKGxoDjTHFfsFfNGC8r0CCadKug9L6YcrZANNhGFgGXk-b4hce8waehAtuVqyMrzA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC2xTfpTqqOlSBuXGYeuEgOQ","UC2xTfpTqqOlSBuXGYeuEgOQ","TRUE","none","0","2022-01-28T02:35:55Z","2022-01-28T02:36:41Z"
"7","X3GxF_6trDY","They had no idea what was about to come","They had no idea what was about to come","jolheels21","https://yt3.ggpht.com/ytc/AKedOLTKMytD4ylBnxIHNBW3eEoQXLt7g92gVHaCvw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCUO7wpQ-4ot-Lle4Ohf2NGQ","UCUO7wpQ-4ot-Lle4Ohf2NGQ","TRUE","none","1","2022-01-16T21:40:18Z","2022-01-16T21:40:18Z"
"8","X3GxF_6trDY","Watching this now in ‘22 def hits different, though.","Watching this now in ‘22 def hits different, though.","d3funqt","https://yt3.ggpht.com/iqaBGKLv92-DPR9queYPikmwDfWNnm8cDVMqPRpt3j_D8zStXIrqwI2CUZ4FwNYAfTtzDTZBqA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCQCv_HtEhERWIhjMhsj_BAQ","UCQCv_HtEhERWIhjMhsj_BAQ","TRUE","none","2","2022-01-16T06:42:50Z","2022-01-16T06:42:50Z"
"9","X3GxF_6trDY","and its a global pandemic now","and its a global pandemic now","pritesh garabadu","https://yt3.ggpht.com/ytc/AKedOLSqOSmF5wb0fqzCnRSq7dbIgEemMZ3ggrczNHagkw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCf7ZGOorlnQGsj-qz_1L8lw","UCf7ZGOorlnQGsj-qz_1L8lw","TRUE","none","0","2022-01-07T09:39:52Z","2022-01-07T09:39:52Z"
"10","X3GxF_6trDY","Once you believe in sin everything becomes sin once you believe you can&#39;t be healed then nobody gets healed. We stay in quarantine ? Mandates are unconstitutional","Once you believe in sin everything becomes sin once you believe you can't be healed then nobody gets healed. We stay in quarantine ? Mandates are unconstitutional","Heaven 42#","https://yt3.ggpht.com/wCEUMguxLNNb4d0BvXr9Abx5oOzAh3nWPABFG9k5EHuMtpAfit7fEuETecbFKmRBI28Oci4HUQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCqYhhfobGsY-2ffKqwkz5Pg","UCqYhhfobGsY-2ffKqwkz5Pg","TRUE","none","1","2021-12-28T20:29:58Z","2021-12-28T20:29:58Z"
